#,Squadra,Giocate,Min,Totale,Media,40 Min
529,"(2001) 
Würth Roma",36,7225,2824,76.5,76.5
530,"(2004) 
Vertical Vision Cantu'",34,6850,2745,70.4,70.4
531,"(1992) 
Benetton Treviso",30,6075,2603,75.9,75.9
532,"(2006) 
Eldo Napoli",34,6875,2635,74.8,74.8
533,"(2003) 
Mabo Livorno",34,6850,2984,78.4,78.4
534,"(2001) 
Skipper Bologna",36,7200,2807,74,74
535,"(2000) 
Viola Reggio Calabria",34,6825,3035,76.8,76.8
536,"(1994) 
Pfizer R.Calabria",32,6425,2809,74.2,74.2
537,"(1987) 
Wuber Napoli",30,6100,2746,75.3,75.3
538,"(2003) 
Oregon Scientific Cantu'",34,6825,2816,74.9,74.9
539,"(1992) 
Virtus Roma",30,6000,2674,78.8,78.8
540,"(2006) 
Bipop Carire R.Emilia",34,6800,2723,72.5,72.5
541,"(1994) 
Teorematour Roma",32,6425,2655,74,74
542,"(2003) 
Tris Reggio Calabria",34,6900,2734,74.7,74.7
543,"(2004) 
Villaggio Solidago Livorno",34,6825,2893,73.5,73.5
544,"(2006) 
Lottomatica Roma",34,6925,2448,71,71
545,"(2002) 
Euro Roseto",34,6825,2657,75.3,75.3
546,"(2010) 
Angelico Biella",30,6050,2487,78.2,78.2
547,"(1987) 
Tracer Milano",30,6025,2906,74.9,74.9
548,"(1991) 
Phonola Caserta",30,6000,2578,72.4,72.4
549,"(1996) 
Rolly Pistoia",26,5225,2187,75.5,75.5
550,"(1993) 
Glaxo Verona",30,6075,2355,74.7,74.7
551,"(1991) 
Pall. Trapani",30,6125,2644,77.4,77.4
552,"(1990) 
Scavolini Pesaro",30,6050,2888,77.6,77.6
553,"(1992) 
Knorr Bologna",30,6050,2359,74.6,74.6
554,"(2007) 
Lottomatica Roma",34,6675,2471,72.2,72.2
555,"(1992) 
Teamsystem Fabriano",30,6100,2584,73.4,73.4
556,"(1995) 
Stefanel Milano",32,6475,2593,76.4,76.4
557,"(1988) 
Philips Milano",30,6000,2599,73.7,73.7
558,"(1994) 
Madigan Pistoia",32,6425,2740,77.1,77.1
559,"(1995) 
Mash J. Verona",32,6525,2618,73,73
560,"(1987) 
Snaidero Caserta",30,6000,2858,75.9,75.9
561,"(2001) 
Oregon Scientific Cantu'",36,7225,2797,72.3,72.3
562,"(2003) 
Pompea Napoli",34,6825,2808,74.5,74.5
563,"(1990) 
A. Ranger Varese",30,6069,2860,75.9,75.9
564,"(1994) 
Scavolini Pesaro",32,6500,2634,76.4,76.4
565,"(1995) 
Madigan Pistoia",32,6425,2715,76,76
566,"(1993) 
Stefanel Trieste",30,6075,2423,76.9,76.9
567,"(2000) 
De Vizia Avellino",34,6850,2881,73.7,73.7
568,"(2005) 
Carpisa Napoli",34,6875,2848,74.4,74.4
569,"(1995) 
Teamsystem Bologna",32,6525,2597,75.2,75.2
